doi,type,date
10.1007/978-3-540-24853-8_28,proceedings-article,2004
10.1016/j.future.2018.11.015,journal-article,2019-03
10.1007/s13740-012-0001-1,journal-article,2012-03-21
10.1109/compsacw.2013.25,proceedings-article,2013-07
10.1109/icse.2004.10025,proceedings-article,2004
10.1007/978-3-319-12024-9_21,proceedings-article,2014
10.1145/2872518.2889368,proceedings-article,2016
10.1007/978-3-540-69839-5,proceedings,2008
10.1109/icip.2012.6467181,proceedings-article,2012-09
10.1145/2037509.2037532,proceedings-article,2011
10.1145/1180367.1180376,proceedings-article,2006
10.1016/j.cag.2014.08.002,journal-article,2014-12
10.1155/2013/107358,journal-article,2013
10.1007/978-3-642-25821-3_15,proceedings-article,2011
10.1049/ic.2009.0238,proceedings-article,2009
10.1109/cscwd.2015.7231006,proceedings-article,2015-05
10.1109/cvpr.2009.5206581,proceedings-article,2009-06
10.1145/1868688.1868696,proceedings-article,2010
10.1109/qsic.2005.2,proceedings-article,2005
10.1109/twc.2004.826343,journal-article,2004-05
10.1016/j.patrec.2004.08.004,journal-article,2005-03
10.1109/etfa.2018.8502651,proceedings-article,2018-09
10.1016/j.tcs.2011.12.022,journal-article,2012-04
10.1007/978-3-642-38496-7_2,journal-article,2013
10.1109/72.750571,journal-article,1999-03
10.1145/1985484.1985492,proceedings-article,2011
10.1016/j.bspc.2014.07.011,journal-article,2014-11
10.1007/s00026-009-0018-9,journal-article,2009-06-30
10.1007/978-3-642-29387-0_16,book-chapter,2012
10.1155/2015/814104,journal-article,2015
10.1145/240964.240975,journal-article,1996-11-01
10.1145/1593254.1593257,proceedings-article,2009
10.1007/978-3-540-89689-0_54,proceedings-article,2008
10.1109/scam.2004.3,proceedings-article,2004
10.1023/a:1008735902918,journal-article,2000
10.1145/2908961.2931650,proceedings-article,2016
10.1109/tkde.2012.247,journal-article,2014-02
10.1007/978-3-319-07443-6_17,proceedings-article,2014
10.1016/j.cmpb.2011.10.008,journal-article,2012-07
10.1007/978-3-662-44522-8_26,proceedings-article,2014
10.1109/tit.2015.2410782,journal-article,2015-05
10.1016/j.comnet.2007.09.017,journal-article,2008-01
10.1007/978-3-540-87744-8_20,proceedings-article,2008
10.1007/3-540-46084-5_193,proceedings-article,2002
10.1007/978-3-319-72125-5_7,proceedings-article,2018
10.1109/ipdps.2010.5470354,proceedings-article,2010
10.1093/comnet/cnu038,journal-article,2014-10-12
10.1007/s10458-010-9141-6,journal-article,2010-06-27
10.1016/j.cyto.2012.06.210,journal-article,2012-09
10.1007/978-3-642-41184-7_69,proceedings-article,2013
10.1109/igarss.2018.8518447,proceedings-article,2018-07
10.1109/apcase.2015.47,proceedings-article,2015-07
10.1109/icsm.2012.6405343,proceedings-article,2012-09
10.1007/978-3-642-25093-4_2,proceedings-article,2011
10.1109/icdim.2012.6360140,proceedings-article,2012-08
10.1007/978-3-540-31834-7_11,proceedings-article,2005
10.1109/iciap.1999.797765,proceedings-article,1999
10.1109/cluster.2018.00084,proceedings-article,2018-09
10.1007/11546924_72,proceedings-article,2005
10.1016/j.entcs.2007.05.010,journal-article,2007-07
10.1109/mic.2016.115,journal-article,2016-11
10.1109/rtss.2009.35,proceedings-article,2009-12
10.1145/2480362.2480619,proceedings-article,2013
10.1016/j.eswa.2018.05.041,journal-article,2018-11
10.1016/j.tcs.2011.03.011,journal-article,2012-03
10.1007/s11232-015-0262-6,journal-article,2015-02
10.1109/seaa.2015.23,proceedings-article,2015-08
10.1007/978-3-642-22922-0_24,proceedings-article,2011
10.1007/11837862_33,proceedings-article,2006
10.1093/logcom/ext065,journal-article,2013-12-04
10.1007/3-540-56804-2_46,proceedings-article,1993
10.1016/j.jpdc.2017.06.022,journal-article,2018-07
10.1145/2897073.2897113,proceedings-article,2016
10.1007/978-3-540-30227-8_8,proceedings-article,2004
10.1109/cis.2007.117,proceedings-article,2007-12
10.1109/iros.1998.724845,proceedings-article,1998
10.1109/csmr.2011.8,proceedings-article,2011-03
10.1109/iscc.2017.8024684,proceedings-article,2017-07
10.1007/978-3-540-30470-8_53,proceedings-article,2004
10.1007/978-3-642-14010-5,book,2010
10.1109/ifsa-nafips.2013.6608437,proceedings-article,2013-06
10.4137/ebo.s9738,journal-article,2012-01
10.1016/j.atmosenv.2015.10.058,journal-article,2016-01
10.1109/icme.2006.262593,proceedings-article,2006-07
10.1016/j.foodqual.2006.11.001,journal-article,2007-06
10.1145/2635868.2635888,proceedings-article,2014
10.1186/1759-4499-2-3,journal-article,2010
10.1166/jctn.2011.1927,journal-article,2011-10-01
10.1145/1852786.1852834,proceedings-article,2010
10.1016/j.comnet.2011.06.028,journal-article,2011-10
10.1007/978-3-642-24085-0_49,proceedings-article,2011
10.1007/978-3-319-66284-8_35,proceedings-article,2017
10.1109/hspr.2008.4734449,proceedings-article,2008-05
10.1109/ictai.2014.123,proceedings-article,2014-11
10.1109/rtcsa.2006.20,proceedings-article,2006
10.1007/s00521-007-0162-2,journal-article,2007-11-06
10.1016/j.fss.2009.03.006,journal-article,2009-12
10.1007/978-3-642-40802-1_4,proceedings-article,2013
10.3233/jcm-180806,journal-article,2018-05-03
10.1117/12.839077,proceedings-article,2010-02-04
10.1109/ijcnn.2002.1005481,proceedings-article,not-defined
10.1080/08839510500484264,journal-article,2006-02
10.1007/978-3-642-01129-0_5,proceedings-article,2009
10.4108/icst.infoscale2008.3474,proceedings-article,2008
10.1007/s10115-012-0511-z,journal-article,2012-06-19
10.1007/978-3-319-20807-7_10,proceedings-article,2015
10.1007/11603047_14,proceedings-article,2006
10.1007/978-3-540-73400-0_70,proceedings-article,2007
10.1007/bfb0024388,proceedings-article,1994
10.1145/3177803.3177810,journal-article,2018-01-04
10.1109/eusipco.2015.7362801,proceedings-article,2015-08
10.1017/s1471068402001114,journal-article,2001-12-18
10.1145/2786805.2786832,proceedings-article,2015
10.1007/978-3-540-79037-2_11,proceedings-article,2006
10.1007/978-3-642-14619-0_22,book-chapter,2010
10.1109/whc.2011.5945522,proceedings-article,2011-06
10.1007/978-3-642-24469-8_39,proceedings-article,2011
10.1016/j.jcss.2009.10.009,journal-article,2010-08
10.1007/1-4020-3432-6_20,proceedings-article,2004
10.1109/wcncw.2012.6215519,proceedings-article,2012-04
10.1007/978-3-540-69295-9_38,proceedings-article,2008
10.1109/fg.2018.00024,proceedings-article,2018-05
10.1109/vlhcc.2010.53,proceedings-article,2010-09
10.7873/date.2013.347,proceedings-article,2013
10.1109/hoti.2010.11,proceedings-article,2010-08
10.1016/j.cose.2018.05.008,journal-article,2018-07
10.1007/978-3-642-24085-0_54,proceedings-article,2011
10.1109/icccn.2012.6289237,proceedings-article,2012-07
10.1145/3052973.3055157,proceedings-article,2017
10.1007/s11280-005-2322-7,journal-article,2005-08-25
10.1145/2351676.2351717,proceedings-article,2012
10.1109/tvcg.2017.2690433,journal-article,2018-05-01
10.1007/978-3-319-69404-7_5,proceedings-article,2017
10.1007/978-3-319-10082-1,proceedings,2014
10.1007/978-3-662-44848-9_17,proceedings-article,2014
10.1007/3-540-36490-0_10,proceedings-article,2003
10.1007/978-3-540-85174-5_28,proceedings-article,2008
10.1007/978-3-642-12116-6_44,proceedings-article,2010
10.1109/cloud.2018.00135,proceedings-article,2018-07
10.1007/978-3-030-11226-4_9,proceedings-article,2019
10.1007/978-3-642-35467-0_3,proceedings-article,2013
10.1016/j.tcs.2015.02.046,journal-article,2015-07
10.1007/3-540-45446-2_10,proceedings-article,2001
10.2312/conf/eg2012/posters/035-037,proceedings-article,2012
10.1016/j.infsof.2011.04.002,journal-article,2011-11
10.1109/smartgridcomm.2011.6102371,proceedings-article,2011-10
10.1007/978-3-319-99073-6_13,proceedings-article,2018
10.1109/iccw.2016.7503867,proceedings-article,2016-05
10.1007/s11042-006-0015-5,journal-article,2006-06
10.1109/wiopt.2011.5930007,proceedings-article,2011-05
10.1016/j.ijar.2017.09.005,journal-article,2017-12
10.1109/ism.2012.23,proceedings-article,2012-12
10.1145/1643823.1643861,proceedings-article,2009
10.1007/s11042-015-2601-x,journal-article,2015-05-24
10.4018/978-1-59904-480-4.ch010,book-chapter,not-defined
10.1016/j.artint.2014.12.010,journal-article,2015-05
10.4018/jismd.2010040104,journal-article,2010-04
10.1016/j.jnca.2012.04.018,journal-article,2013-01
10.1109/icip.2011.6116630,proceedings-article,2011-09
10.1007/978-3-642-23635-8_17,proceedings-article,2011
10.4108/icst.bodynets2008.2951,proceedings-article,2008
10.1109/cisis.2011.97,proceedings-article,2011-06
10.1109/tmscs.2017.2699647,journal-article,2018-01-01
10.1007/978-1-59745-574-9_2,book-chapter,2008
10.1145/1066677.1067050,proceedings-article,2005
10.3727/109830505774297265,journal-article,2005-01-01
10.1002/net.20240,journal-article,2008-10
10.1109/dsaa.2016.57,proceedings-article,2016-10
10.3233/978-1-60750-530-3-185,proceedings-article,2009
10.1007/3-540-45868-9_17,proceedings-article,2002
10.1287/ijoc.1100.0381,journal-article,2011-02
10.1007/11423287_7,proceedings-article,2005
10.1007/s11047-007-9062-8,journal-article,2007-11-09
10.1109/72.661129,journal-article,1998-03
10.1109/sitis.2016.22,proceedings-article,2016
10.1109/49.68453,journal-article,1991
10.23919/wons.2018.8311668,proceedings-article,2018-02
10.1145/508791.508833,proceedings-article,2002
10.1007/978-3-662-49674-9_21,proceedings-article,2016
10.1109/ecase.2017.4,proceedings-article,2017-05
10.1080/10494820.2016.1172240,journal-article,2016-05-24
10.1007/978-3-319-23461-8_39,proceedings-article,2015
10.1109/avss.2007.4425302,proceedings-article,2007-09
10.1016/j.ins.2013.05.008,journal-article,2013-09
10.1109/jiot.2017.2767291,journal-article,2018-08
10.1007/978-3-319-04129-2_24,proceedings-article,2014
10.1109/smc.2016.7844847,proceedings-article,2016-10
10.1007/978-3-642-01399-7_10,proceedings-article,2009
10.1186/s13040-016-0095-3,journal-article,2016-04-27
10.1145/2245276.2245321,proceedings-article,2012
10.1007/978-1-4471-5628-4_5,book-chapter,2013
10.1016/j.is.2015.04.008,journal-article,2015-12
10.1186/s12859-016-1187-2,journal-article,2016-10
10.1007/978-3-642-13094-6_35,proceedings-article,2010
10.3182/20120611-3-ie-4029.00033,journal-article,2012
10.1007/s10664-014-9306-z,journal-article,2014-03-14
10.1007/978-3-642-11476-2_9,proceedings-article,2010
10.1109/isda.2009.208,proceedings-article,2009
10.1007/s12652-011-0095-6,journal-article,2011-11-26
10.1016/j.artint.2012.04.008,journal-article,2012-08
10.3233/aic-150693,journal-article,2016-03-02
10.1109/78.950775,journal-article,2001
10.1007/b99099,book,2004
10.1109/rtsi.2016.7740578,proceedings-article,2016-09
10.1007/3-540-63508-4_118,proceedings-article,1997
10.1007/978-3-642-11802-9_11,proceedings-article,2010
10.1007/978-3-540-30494-4_16,proceedings-article,2004
10.1007/11618058_10,proceedings-article,2006
10.1109/tcbb.2015.2459694,journal-article,2016-03-01
10.1109/avss.2011.6027401,proceedings-article,2011-08
10.1145/2567561.2567568,journal-article,2013-12-31
10.1007/0-387-24486-7_12,proceedings-article,2004
10.1016/j.celrep.2016.03.015,journal-article,2016-03
10.1007/978-3-319-05032-4_26,proceedings-article,2014
10.1109/ecrts.2010.9,proceedings-article,2010-07
10.1101/gad.257592.114,journal-article,2015-01-30
10.1109/icpr.2014.23,proceedings-article,2014-08
10.1007/978-3-642-27302-5_6,proceedings-article,2011
10.17487/rfc7014,report,2013-09
10.1109/dsd.2008.123,proceedings-article,2008
10.1016/j.dam.2011.09.016,journal-article,2012-01
10.1109/tse.2009.51,journal-article,2010-01
10.4018/ijdet.2016010104,journal-article,2016-01
10.1007/s11761-012-0120-4,journal-article,2012-09-06
10.1007/978-3-540-69100-6_28,proceedings-article,2008
10.1109/time.2003.1214893,proceedings-article,2003
10.1016/s1571-0661(04)80684-4,journal-article,2003-08
10.23638/lmcs-13(4:25)2017,journal-article,2017
10.1016/j.robot.2018.08.003,journal-article,2018-11
10.1007/978-1-4471-2239-5_4,book-chapter,2011-10-31
10.1007/978-3-319-32149-3_6,proceedings-article,2016
10.1016/j.entcom.2009.07.001,journal-article,2009-01
10.1007/3-540-45808-5_8,proceedings-article,2002
10.1145/2185395.2185445,journal-article,2012-04-09
10.1016/j.aam.2008.03.005,journal-article,2009-01
10.1145/2800795.2800804,proceedings-article,2015
10.1007/978-3-319-14325-5,proceedings,2014
10.1007/978-3-319-50070-6,book,2016
10.1002/rob.21468,journal-article,2013-07-08
10.1109/vspets.2005.1570903,proceedings-article,not-defined
10.24963/ijcai.2017/282,proceedings-article,2017-08
10.1007/s10618-014-0374-x,journal-article,2014-08-02
10.1007/978-3-540-24628-2_7,proceedings-article,2004
10.1007/s11227-011-0571-y,journal-article,2011
10.1016/j.entcom.2016.05.002,journal-article,2016-07
10.1007/978-3-319-42092-9_34,proceedings-article,2016
10.1155/2015/359590,journal-article,2015
10.5381/jot.2004.3.6.a1,journal-article,2004
10.1007/978-3-642-39479-9_70,proceedings-article,2013
10.1109/pimrc.2004.1368362,proceedings-article,2004
10.1007/978-3-540-72337-0_8,proceedings-article,2006
10.1145/1658185.1658190,proceedings-article,2009
10.1007/978-3-319-97785-0,proceedings,2018
10.1145/3125571.3125587,proceedings-article,2017
10.1007/978-3-642-28509-7_32,proceedings-article,2012
10.1016/s1389-1286(02)00414-0,journal-article,2003-03
10.1109/icip.2001.959012,proceedings-article,2001
10.1109/bibe.2008.4696793,proceedings-article,2008-10
10.1007/978-3-319-07509-9_57,proceedings-article,2014
10.1016/j.procs.2014.10.007,proceedings-article,2014
10.1016/j.tcs.2009.07.045,journal-article,2010-01
10.1016/j.procs.2011.04.105,proceedings-article,2011
10.1007/s13198-012-0111-z,journal-article,2012-07-31
10.1007/978-3-540-74782-6_33,proceedings-article,2007
10.23919/sustainit.2017.8379799,proceedings-article,2017-12
10.1007/978-3-642-38768-5_3,proceedings-article,2013
10.1016/j.jda.2011.12.003,journal-article,2012-07
10.1007/978-3-642-45364-9_3,proceedings-article,2013
10.1137/04061831x,journal-article,2006-01
10.1016/j.cmpb.2009.02.011,journal-article,2009-08
10.1109/aina.2016.75,proceedings-article,2016-03
10.1007/978-3-319-46547-0,book,2016
10.1145/1366110.1366156,proceedings-article,2008
10.1007/978-3-319-59608-2_21,proceedings-article,2017
10.1016/s0196-6774(02)00250-x,journal-article,2002-11
10.1016/j.procs.2013.06.101,proceedings-article,2013
10.1063/1.3497965,proceedings-article,2010
10.4018/978-1-4666-0188-8.ch003,book-chapter,not-defined
10.1007/978-3-319-61566-0_86,proceedings-article,2017-07-05
10.4153/cjm-1997-015-x,journal-article,1997-04
10.1145/383721.383725,journal-article,2001-01-01
10.1145/2524224.2524230,proceedings-article,2013
10.1145/2070781.2024183,journal-article,2011-12-01
10.1016/j.comnet.2008.05.004,journal-article,2008-10
10.1109/ies.2006.357463,proceedings-article,2006
10.1016/j.entcs.2008.12.102,journal-article,2009-01
10.1016/s0166-218x(00)00300-0,journal-article,2001-06
10.1109/tsp.2008.2011828,journal-article,2009-04
10.1109/bigdata.2016.7840704,proceedings-article,2016-12
10.1145/2988458.2988494,proceedings-article,2016
10.1007/11596141_47,proceedings-article,2005
10.1109/wse.2005.7,proceedings-article,2005
10.1145/1149993.1150004,proceedings-article,2006
10.1007/978-3-319-14325-5_25,proceedings-article,2014
10.1109/imis.2015.86,proceedings-article,2015-07
10.1007/978-3-319-76941-7_61,proceedings-article,2018
10.1002/cpe.4330060804,journal-article,1994-12
10.1007/978-3-319-39417-6_8,book-chapter,2016
10.5220/0005816200740083,proceedings-article,2016
10.1186/1471-2105-11-115,journal-article,2010-03-03
10.1016/j.entcs.2004.11.044,journal-article,2005-05
10.1109/fosm.2008.4659245,proceedings-article,2008-09
10.1007/978-3-642-40802-1_26,proceedings-article,2013
10.1007/978-3-319-78658-2_8,proceedings-article,2018
10.1109/dsd.2016.75,proceedings-article,2016-08
10.1007/978-3-642-17746-0_33,proceedings-article,2010
10.1109/tsc.2014.2355229,journal-article,2015
10.1109/infcomw.2009.5072168,proceedings-article,2009-04
10.1145/3125571.3125579,proceedings-article,2017
10.1007/978-3-540-45062-7_36,proceedings-article,2003
10.1109/netgames.2010.5679660,proceedings-article,2010-11
10.1145/2786805.2786847,proceedings-article,2015
10.1109/pdp2018.2018.00071,proceedings-article,2018-03
10.1007/978-3-642-10203-5_4,proceedings-article,2009
10.1007/978-3-642-03655-2_98,proceedings-article,2009
10.1186/1471-2105-10-s14-s7,journal-article,2009
10.1109/wse.2009.5631247,proceedings-article,2009-09
10.1109/tits.2011.2161469,journal-article,2011-12
10.1007/978-3-319-73165-0_5,proceedings-article,2017-12-21
10.14778/3025111.3025125,journal-article,2016-11-01
10.1007/978-3-319-58068-5_12,proceedings-article,2017
10.3390/s140814106,journal-article,2014-08-04
10.1016/j.jcss.2013.06.001,journal-article,2013-12
10.1007/978-1-4614-1791-0_18,book-chapter,2013
10.1109/cw.2007.11,proceedings-article,2007-10
10.1109/icsc.2012.35,proceedings-article,2012-09
10.1145/2494493.2494506,proceedings-article,2013
10.1109/hicss.2001.927213,proceedings-article,2001
10.1007/978-3-642-31739-2,book,2012
10.1016/j.infsof.2018.07.012,journal-article,2018-12
10.1016/j.inffus.2016.11.003,journal-article,2017-07
10.1504/ijwmc.2007.014453,journal-article,2007
10.1016/j.asoc.2014.10.016,journal-article,2015-01
10.4018/978-1-61350-356-0,monograph,2012
10.1007/978-3-642-41181-6_60,proceedings-article,2013
10.1007/978-3-319-97795-9,proceedings,2018
